"year","zone","birthweight","measure","value"
"2001-2003","S01001893","Live Singleton Births","Count",42
"2005-2007","S01001893","Low Weight Births","Count",1
"2002-2004","S01001893","Live Singleton Births","Count",40
"2011-2013","S01001893","Low Weight Births","Count",4
"2003-2005","S01001893","Live Singleton Births","Count",39
"2006-2008","S01001893","Low Weight Births","Count",1
"2004-2006","S01001893","Live Singleton Births","Count",35
"2007-2009","S01001893","Low Weight Births","Count",1
"2005-2007","S01001893","Live Singleton Births","Count",34
"2000-2002","S01001893","Low Weight Births","Count",1
"2008-2010","S01001893","Low Weight Births","Count",2
"2006-2008","S01001893","Live Singleton Births","Count",40
"2010-2012","S01001893","Low Weight Births","Ratio","5.36"
"2005-2007","S01001893","Low Weight Births","Ratio","2.94"
"2006-2008","S01001893","Low Weight Births","Ratio","2.5"
"2011-2013","S01001893","Low Weight Births","Ratio","7.14"
"2007-2009","S01001893","Low Weight Births","Ratio","2.5"
"2008-2010","S01001893","Low Weight Births","Ratio",4
"2000-2002","S01001893","Low Weight Births","Ratio","2.78"
"2001-2003","S01001893","Low Weight Births","Ratio","4.76"
"2002-2004","S01001893","Low Weight Births","Ratio",5
"2003-2005","S01001893","Low Weight Births","Ratio","7.69"
"2009-2011","S01001893","Low Weight Births","Ratio","3.64"
"2004-2006","S01001893","Low Weight Births","Ratio","2.86"
"2007-2009","S01001894","Live Singleton Births","Count",39
"2008-2010","S01001894","Live Singleton Births","Count",47
"2001-2003","S01001894","Low Weight Births","Count",1
"2002-2004","S01001894","Low Weight Births","Count",1
"2009-2011","S01001894","Low Weight Births","Count",0
"2009-2011","S01001894","Live Singleton Births","Count",46
"2003-2005","S01001894","Low Weight Births","Count",1
"2010-2012","S01001894","Live Singleton Births","Count",50
"2000-2002","S01001894","Live Singleton Births","Count",35
"2004-2006","S01001894","Low Weight Births","Count",1
"2010-2012","S01001894","Low Weight Births","Count",1
"2011-2013","S01001894","Live Singleton Births","Count",39
"2001-2003","S01001894","Live Singleton Births","Count",33
"2005-2007","S01001894","Low Weight Births","Count",2
"2002-2004","S01001894","Live Singleton Births","Count",37
"2011-2013","S01001894","Low Weight Births","Count",2
"2003-2005","S01001894","Live Singleton Births","Count",30
"2006-2008","S01001894","Low Weight Births","Count",3
"2004-2006","S01001894","Live Singleton Births","Count",28
"2007-2009","S01001894","Low Weight Births","Count",3
"2005-2007","S01001894","Live Singleton Births","Count",26
"2000-2002","S01001894","Low Weight Births","Count",3
"2008-2010","S01001894","Low Weight Births","Count",1
"2006-2008","S01001894","Live Singleton Births","Count",36
"2010-2012","S01001894","Low Weight Births","Ratio",2
"2005-2007","S01001894","Low Weight Births","Ratio","7.69"
"2006-2008","S01001894","Low Weight Births","Ratio","8.33"
"2011-2013","S01001894","Low Weight Births","Ratio","5.13"
"2007-2009","S01001894","Low Weight Births","Ratio","7.69"
"2008-2010","S01001894","Low Weight Births","Ratio","2.13"
"2000-2002","S01001894","Low Weight Births","Ratio","8.57"
"2001-2003","S01001894","Low Weight Births","Ratio","3.03"
"2002-2004","S01001894","Low Weight Births","Ratio","2.7"
"2003-2005","S01001894","Low Weight Births","Ratio","3.33"
"2009-2011","S01001894","Low Weight Births","Ratio",0
"2004-2006","S01001894","Low Weight Births","Ratio","3.57"
"2007-2009","S01001895","Live Singleton Births","Count",33
"2008-2010","S01001895","Live Singleton Births","Count",28
"2001-2003","S01001895","Low Weight Births","Count",0
"2002-2004","S01001895","Low Weight Births","Count",0
"2009-2011","S01001895","Low Weight Births","Count",0
"2009-2011","S01001895","Live Singleton Births","Count",20
"2003-2005","S01001895","Low Weight Births","Count",1
"2010-2012","S01001895","Live Singleton Births","Count",21
"2000-2002","S01001895","Live Singleton Births","Count",11
"2004-2006","S01001895","Low Weight Births","Count",1
"2010-2012","S01001895","Low Weight Births","Count",0
"2011-2013","S01001895","Live Singleton Births","Count",24
"2001-2003","S01001895","Live Singleton Births","Count",13
"2005-2007","S01001895","Low Weight Births","Count",1
"2002-2004","S01001895","Live Singleton Births","Count",21
"2011-2013","S01001895","Low Weight Births","Count",0
"2003-2005","S01001895","Live Singleton Births","Count",29
"2006-2008","S01001895","Low Weight Births","Count",0
"2004-2006","S01001895","Live Singleton Births","Count",29
"2007-2009","S01001895","Low Weight Births","Count",0
"2005-2007","S01001895","Live Singleton Births","Count",29
"2000-2002","S01001895","Low Weight Births","Count",0
"2008-2010","S01001895","Low Weight Births","Count",0
"2006-2008","S01001895","Live Singleton Births","Count",34
"2010-2012","S01001895","Low Weight Births","Ratio",0
"2005-2007","S01001895","Low Weight Births","Ratio","3.45"
"2006-2008","S01001895","Low Weight Births","Ratio",0
"2011-2013","S01001895","Low Weight Births","Ratio",0
"2007-2009","S01001895","Low Weight Births","Ratio",0
"2008-2010","S01001895","Low Weight Births","Ratio",0
"2000-2002","S01001895","Low Weight Births","Ratio",0
"2001-2003","S01001895","Low Weight Births","Ratio",0
"2002-2004","S01001895","Low Weight Births","Ratio",0
"2003-2005","S01001895","Low Weight Births","Ratio","3.45"
"2009-2011","S01001895","Low Weight Births","Ratio",0
"2004-2006","S01001895","Low Weight Births","Ratio","3.45"
"2007-2009","S01001896","Live Singleton Births","Count",20
"2008-2010","S01001896","Live Singleton Births","Count",18
"2001-2003","S01001896","Low Weight Births","Count",1
"2002-2004","S01001896","Low Weight Births","Count",0
"2009-2011","S01001896","Low Weight Births","Count",0
"2009-2011","S01001896","Live Singleton Births","Count",12
"2003-2005","S01001896","Low Weight Births","Count",0
"2010-2012","S01001896","Live Singleton Births","Count",10
"2000-2002","S01001896","Live Singleton Births","Count",25
"2004-2006","S01001896","Low Weight Births","Count",1
"2010-2012","S01001896","Low Weight Births","Count",0
"2011-2013","S01001896","Live Singleton Births","Count",17
"2001-2003","S01001896","Live Singleton Births","Count",27
"2005-2007","S01001896","Low Weight Births","Count",1
"2002-2004","S01001896","Live Singleton Births","Count",23
"2011-2013","S01001896","Low Weight Births","Count",1
"2003-2005","S01001896","Live Singleton Births","Count",27
"2006-2008","S01001896","Low Weight Births","Count",1
"2004-2006","S01001896","Live Singleton Births","Count",24
"2007-2009","S01001896","Low Weight Births","Count",0
"2005-2007","S01001896","Live Singleton Births","Count",21
"2000-2002","S01001896","Low Weight Births","Count",1
"2008-2010","S01001896","Low Weight Births","Count",0
"2006-2008","S01001896","Live Singleton Births","Count",22
"2010-2012","S01001896","Low Weight Births","Ratio",0
"2005-2007","S01001896","Low Weight Births","Ratio","4.76"
"2006-2008","S01001896","Low Weight Births","Ratio","4.55"
"2011-2013","S01001896","Low Weight Births","Ratio","5.88"
"2007-2009","S01001896","Low Weight Births","Ratio",0
"2008-2010","S01001896","Low Weight Births","Ratio",0
"2000-2002","S01001896","Low Weight Births","Ratio",4
"2001-2003","S01001896","Low Weight Births","Ratio","3.7"
"2002-2004","S01001896","Low Weight Births","Ratio",0
"2003-2005","S01001896","Low Weight Births","Ratio",0
"2009-2011","S01001896","Low Weight Births","Ratio",0
"2004-2006","S01001896","Low Weight Births","Ratio","4.17"
"2007-2009","S01001897","Live Singleton Births","Count",56
"2008-2010","S01001897","Live Singleton Births","Count",52
"2001-2003","S01001897","Low Weight Births","Count",2
"2002-2004","S01001897","Low Weight Births","Count",5
"2009-2011","S01001897","Low Weight Births","Count",2
"2009-2011","S01001897","Live Singleton Births","Count",56
"2003-2005","S01001897","Low Weight Births","Count",5
"2010-2012","S01001897","Live Singleton Births","Count",52
"2000-2002","S01001897","Live Singleton Births","Count",43
"2004-2006","S01001897","Low Weight Births","Count",5
"2010-2012","S01001897","Low Weight Births","Count",1
"2011-2013","S01001897","Live Singleton Births","Count",44
"2001-2003","S01001897","Live Singleton Births","Count",39
"2005-2007","S01001897","Low Weight Births","Count",2
"2002-2004","S01001897","Live Singleton Births","Count",49
"2011-2013","S01001897","Low Weight Births","Count",1
"2003-2005","S01001897","Live Singleton Births","Count",52
"2006-2008","S01001897","Low Weight Births","Count",2
"2004-2006","S01001897","Live Singleton Births","Count",48
"2007-2009","S01001897","Low Weight Births","Count",2
"2005-2007","S01001897","Live Singleton Births","Count",51
"2000-2002","S01001897","Low Weight Births","Count",1
"2008-2010","S01001897","Low Weight Births","Count",2
"2006-2008","S01001897","Live Singleton Births","Count",51
"2010-2012","S01001897","Low Weight Births","Ratio","1.92"
"2005-2007","S01001897","Low Weight Births","Ratio","3.92"
"2006-2008","S01001897","Low Weight Births","Ratio","3.92"
"2011-2013","S01001897","Low Weight Births","Ratio","2.27"
"2007-2009","S01001897","Low Weight Births","Ratio","3.57"
"2008-2010","S01001897","Low Weight Births","Ratio","3.85"
"2000-2002","S01001897","Low Weight Births","Ratio","2.33"
"2001-2003","S01001897","Low Weight Births","Ratio","5.13"
"2002-2004","S01001897","Low Weight Births","Ratio","10.2"
"2003-2005","S01001897","Low Weight Births","Ratio","9.62"
"2009-2011","S01001897","Low Weight Births","Ratio","3.57"
"2004-2006","S01001897","Low Weight Births","Ratio","10.42"
"2007-2009","S01001898","Live Singleton Births","Count",23
"2008-2010","S01001898","Live Singleton Births","Count",28
"2001-2003","S01001898","Low Weight Births","Count",1
"2002-2004","S01001898","Low Weight Births","Count",1
"2009-2011","S01001898","Low Weight Births","Count",0
"2009-2011","S01001898","Live Singleton Births","Count",28
"2003-2005","S01001898","Low Weight Births","Count",1
"2010-2012","S01001898","Live Singleton Births","Count",25
"2000-2002","S01001898","Live Singleton Births","Count",11
"2004-2006","S01001898","Low Weight Births","Count",2
"2010-2012","S01001898","Low Weight Births","Count",0
"2011-2013","S01001898","Live Singleton Births","Count",23
"2001-2003","S01001898","Live Singleton Births","Count",16
"2005-2007","S01001898","Low Weight Births","Count",1
"2002-2004","S01001898","Live Singleton Births","Count",18
"2011-2013","S01001898","Low Weight Births","Count",1
"2003-2005","S01001898","Live Singleton Births","Count",23
"2006-2008","S01001898","Low Weight Births","Count",1
"2004-2006","S01001898","Live Singleton Births","Count",16
"2007-2009","S01001898","Low Weight Births","Count",0
"2005-2007","S01001898","Live Singleton Births","Count",13
"2000-2002","S01001898","Low Weight Births","Count",1
"2008-2010","S01001898","Low Weight Births","Count",0
"2006-2008","S01001898","Live Singleton Births","Count",15
"2010-2012","S01001898","Low Weight Births","Ratio",0
"2005-2007","S01001898","Low Weight Births","Ratio","7.69"
"2006-2008","S01001898","Low Weight Births","Ratio","6.67"
"2011-2013","S01001898","Low Weight Births","Ratio","4.35"
"2007-2009","S01001898","Low Weight Births","Ratio",0
"2008-2010","S01001898","Low Weight Births","Ratio",0
"2000-2002","S01001898","Low Weight Births","Ratio","9.09"
"2001-2003","S01001898","Low Weight Births","Ratio","6.25"
"2002-2004","S01001898","Low Weight Births","Ratio","5.56"
"2003-2005","S01001898","Low Weight Births","Ratio","4.35"
"2009-2011","S01001898","Low Weight Births","Ratio",0
"2004-2006","S01001898","Low Weight Births","Ratio","12.5"
"2007-2009","S01001899","Live Singleton Births","Count",32
"2008-2010","S01001899","Live Singleton Births","Count",39
"2001-2003","S01001899","Low Weight Births","Count",1
"2002-2004","S01001899","Low Weight Births","Count",2
"2009-2011","S01001899","Low Weight Births","Count",1
"2009-2011","S01001899","Live Singleton Births","Count",38
"2003-2005","S01001899","Low Weight Births","Count",2
"2010-2012","S01001899","Live Singleton Births","Count",37
"2000-2002","S01001899","Live Singleton Births","Count",25
"2004-2006","S01001899","Low Weight Births","Count",1
"2010-2012","S01001899","Low Weight Births","Count",1
"2011-2013","S01001899","Live Singleton Births","Count",32
"2001-2003","S01001899","Live Singleton Births","Count",20
"2005-2007","S01001899","Low Weight Births","Count",0
"2002-2004","S01001899","Live Singleton Births","Count",18
"2011-2013","S01001899","Low Weight Births","Count",0
"2003-2005","S01001899","Live Singleton Births","Count",16
"2006-2008","S01001899","Low Weight Births","Count",2
"2004-2006","S01001899","Live Singleton Births","Count",18
"2007-2009","S01001899","Low Weight Births","Count",2
"2005-2007","S01001899","Live Singleton Births","Count",19
"2000-2002","S01001899","Low Weight Births","Count",0
"2008-2010","S01001899","Low Weight Births","Count",3
"2006-2008","S01001899","Live Singleton Births","Count",27
"2010-2012","S01001899","Low Weight Births","Ratio","2.7"
"2005-2007","S01001899","Low Weight Births","Ratio",0
"2006-2008","S01001899","Low Weight Births","Ratio","7.41"
"2011-2013","S01001899","Low Weight Births","Ratio",0
"2007-2009","S01001899","Low Weight Births","Ratio","6.25"
"2008-2010","S01001899","Low Weight Births","Ratio","7.69"
"2000-2002","S01001899","Low Weight Births","Ratio",0
"2001-2003","S01001899","Low Weight Births","Ratio",5
"2002-2004","S01001899","Low Weight Births","Ratio","11.11"
"2003-2005","S01001899","Low Weight Births","Ratio","12.5"
"2009-2011","S01001899","Low Weight Births","Ratio","2.63"
"2004-2006","S01001899","Low Weight Births","Ratio","5.56"
"2007-2009","S01001900","Live Singleton Births","Count",17
"2008-2010","S01001900","Live Singleton Births","Count",17
"2001-2003","S01001900","Low Weight Births","Count",2
"2002-2004","S01001900","Low Weight Births","Count",1
"2009-2011","S01001900","Low Weight Births","Count",0
"2009-2011","S01001900","Live Singleton Births","Count",14
"2003-2005","S01001900","Low Weight Births","Count",1
"2010-2012","S01001900","Live Singleton Births","Count",18
"2000-2002","S01001900","Live Singleton Births","Count",18
"2004-2006","S01001900","Low Weight Births","Count",0
"2010-2012","S01001900","Low Weight Births","Count",0
"2011-2013","S01001900","Live Singleton Births","Count",17
"2001-2003","S01001900","Live Singleton Births","Count",20
"2005-2007","S01001900","Low Weight Births","Count",0
"2002-2004","S01001900","Live Singleton Births","Count",17
"2011-2013","S01001900","Low Weight Births","Count",0
"2003-2005","S01001900","Live Singleton Births","Count",20
"2006-2008","S01001900","Low Weight Births","Count",0
"2004-2006","S01001900","Live Singleton Births","Count",16
"2007-2009","S01001900","Low Weight Births","Count",0
"2005-2007","S01001900","Live Singleton Births","Count",14
"2000-2002","S01001900","Low Weight Births","Count",1
"2008-2010","S01001900","Low Weight Births","Count",0
"2006-2008","S01001900","Live Singleton Births","Count",18
"2010-2012","S01001900","Low Weight Births","Ratio",0
"2005-2007","S01001900","Low Weight Births","Ratio",0
"2006-2008","S01001900","Low Weight Births","Ratio",0
"2011-2013","S01001900","Low Weight Births","Ratio",0
"2007-2009","S01001900","Low Weight Births","Ratio",0
